"Category","City","Country","Customer_ID","Customer_Name","Discount","Market","Record_Count","Order_Date","Order_ID","Order_Priority","Product_ID","Product_Name","Profit","Quantity","Region","Row_ID","Sales","Segment","Ship_Date","Ship_Mode","Shipping_Cost","State","Sub_Category","Year","Market2","weeknum","Profit_Margin","Discount_Band"
"Office Supplies","San Francisco","United States","ES-140204","Erica Smith",0,"US",1,2011-09-20,"CA-2011-156433","Medium","OFF-LA-10001569","Avery 499",4.5816,2,"West",32090,10,"Consumer",2011-09-26,"Standard Class",0.2,"California","Labels",2011,"North America",39,0.45816,"No discount"
"Office Supplies","San Francisco","United States","HF-149954","Herbert Flentye",0,"US",1,2011-09-21,"CA-2011-153969","High","OFF-AR-10001615","Newell 34",15.4752,3,"West",34460,60,"Consumer",2011-09-25,"Standard Class",6.51,"California","Art",2011,"North America",39,0.25792,"No discount"
"Office Supplies","San Francisco","United States","HF-149954","Herbert Flentye",0,"US",1,2011-09-21,"CA-2011-153969","High","OFF-EN-10004483","#10 White Business Envelopes,4 1/8 x 9 1/2",36.8245,5,"West",34459,78,"Consumer",2011-09-25,"Standard Class",7.85,"California","Envelopes",2011,"North America",39,0.472108974358974,"No discount"
"Office Supplies","San Francisco","United States","HF-149954","Herbert Flentye",0,"US",1,2011-09-21,"CA-2011-153969","High","OFF-EN-10001539","Staples",7.3132,2,"West",34458,16,"Consumer",2011-09-25,"Standard Class",2.3,"California","Envelopes",2011,"North America",39,0.457075,"No discount"
"Office Supplies","San Francisco","United States","JD-160604","Julia Dunbar",0,"US",1,2011-09-24,"CA-2011-123344","Medium","OFF-ST-10001713","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",8.4784,4,"West",31662,212,"Consumer",2011-09-29,"Standard Class",7.99,"California","Storage",2011,"North America",39,0.0399924528301887,"No discount"
"Office Supplies","San Francisco","United States","SJ-205004","Shirley Jackson",0,"US",1,2011-10-09,"CA-2011-138240","Medium","OFF-AR-10002135","Boston Heavy-Duty Trimline Electric Pencil Sharpeners",41.934,3,"West",40755,145,"Consumer",2011-10-14,"Standard Class",8.56,"California","Art",2011,"North America",42,0.2892,"No discount"
"Office Supplies","San Francisco","United States","DN-136904","Duane Noonan",0,"US",1,2011-10-12,"CA-2011-139451","Medium","OFF-AR-10002053","Premium Writing Pencils, Soft, #2 by Central Association for the Blind",4.172,5,"West",31378,15,"Consumer",2011-10-16,"Standard Class",0.45,"California","Art",2011,"North America",42,0.278133333333333,"No discount"
"Office Supplies","San Francisco","United States","DN-136904","Duane Noonan",0,"US",1,2011-10-12,"CA-2011-139451","Medium","OFF-ST-10002370","Sortfiler Multipurpose Personal File Organizer, Black",6.2031,1,"West",31379,21,"Consumer",2011-10-16,"Standard Class",1.54,"California","Storage",2011,"North America",42,0.295385714285714,"No discount"
"Office Supplies","San Francisco","United States","RP-192704","Rachel Payne",0,"US",1,2011-10-19,"CA-2011-155264","Medium","OFF-LA-10002787","Avery 480",9,5,"West",40637,19,"Corporate",2011-10-22,"Second Class",2.31,"California","Labels",2011,"North America",43,0.473684210526316,"No discount"
"Office Supplies","San Francisco","United States","SH-203954","Shahid Hopkins",0,"US",1,2011-11-02,"CA-2011-115889","High","OFF-ST-10003208","Adjustable Depth Letter/Legal Cart",105.2468,2,"West",38804,363,"Consumer",2011-11-06,"Standard Class",34.38,"California","Storage",2011,"North America",45,0.28993608815427,"No discount"
"Office Supplies","San Francisco","United States","JP-155204","Jeremy Pistek",0,"US",1,2011-11-09,"CA-2011-144666","Critical","OFF-ST-10001321","Decoflex Hanging Personal Folder File, Blue",24.9804,6,"West",31771,93,"Consumer",2011-11-11,"Second Class",21.12,"California","Storage",2011,"North America",46,0.268606451612903,"No discount"
"Office Supplies","San Francisco","United States","JP-155204","Jeremy Pistek",0,"US",1,2011-11-09,"CA-2011-144666","Critical","OFF-ST-10002743","SAFCO Boltless Steel Shelving",3.4092,3,"West",31768,341,"Consumer",2011-11-11,"Second Class",51.9,"California","Storage",2011,"North America",46,0.00999765395894428,"No discount"
"Office Supplies","San Francisco","United States","SC-202604","Scott Cohen",0,"US",1,2011-11-15,"CA-2011-128622","Critical","OFF-SU-10001574","Acme Value Line Scissors",3.285,3,"West",40242,11,"Corporate",2011-11-17,"Second Class",2.3,"California","Supplies",2011,"North America",47,0.298636363636364,"No discount"
"Office Supplies","San Francisco","United States","TS-212054","Thomas Seio",0,"US",1,2011-11-17,"CA-2011-140662","High","OFF-AP-10001242","APC 7 Outlet Network SurgeArrest Surge Protector",72.432,3,"West",34560,241,"Corporate",2011-11-19,"First Class",14.77,"California","Appliances",2011,"North America",47,0.300547717842324,"No discount"
"Office Supplies","San Francisco","United States","DH-136754","Duane Huffman",0,"US",1,2011-11-28,"CA-2011-105249","Medium","OFF-LA-10002043","Avery 489",19.872,4,"West",36790,41,"Home Office",2011-11-28,"Same Day",3.39,"California","Labels",2011,"North America",49,0.484682926829268,"No discount"
"Office Supplies","San Francisco","United States","DH-136754","Duane Huffman",0,"US",1,2011-11-28,"CA-2011-105249","Medium","OFF-SU-10001225","Staples",0.1472,2,"West",36789,7,"Home Office",2011-11-28,"Same Day",1.36,"California","Supplies",2011,"North America",49,0.0210285714285714,"No discount"
"Office Supplies","San Francisco","United States","SG-204704","Sheri Gordon",0,"US",1,2011-11-28,"CA-2011-159800","High","OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor",11.7936,3,"West",36845,44,"Consumer",2011-12-01,"First Class",3.95,"California","Appliances",2011,"North America",49,0.268036363636364,"No discount"
"Office Supplies","San Francisco","United States","AH-102104","Alan Hwang",0,"US",1,2011-11-29,"CA-2011-153983","Medium","OFF-FA-10003495","Staples",15.2,5,"West",35713,30,"Consumer",2011-12-06,"Standard Class",2.12,"California","Fasteners",2011,"North America",49,0.506666666666667,"No discount"
"Office Supplies","San Francisco","United States","AJ-107954","Anthony Johnson",0,"US",1,2011-12-29,"CA-2011-110786","High","OFF-LA-10001474","Avery 477",126.3942,9,"West",35339,275,"Corporate",2012-01-02,"Standard Class",0.2,"California","Labels",2011,"North America",53,0.459615272727273,"No discount"
"Office Supplies","San Francisco","United States","JL-151754","James Lanier",0,"US",1,2012-01-05,"CA-2012-158701","Medium","OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor",23.5872,6,"West",39671,87,"Home Office",2012-01-10,"Standard Class",5.39,"California","Appliances",2012,"North America",1,0.27111724137931,"No discount"
"Office Supplies","San Francisco","United States","GA-145154","George Ashbrook",0,"US",1,2012-04-17,"CA-2012-155306","High","OFF-AP-10002651","Hoover Upright Vacuum With Dirt Cup",419.8185,5,"West",34052,1448,"Consumer",2012-04-21,"Standard Class",114.8,"California","Appliances",2012,"North America",16,0.289929903314917,"No discount"
"Office Supplies","San Francisco","United States","GA-145154","George Ashbrook",0,"US",1,2012-04-17,"CA-2012-155306","High","OFF-AR-10003251","Prang Drawing Pencil Set",2.224,2,"West",34049,6,"Consumer",2012-04-21,"Standard Class",0.33,"California","Art",2012,"North America",16,0.370666666666667,"No discount"
"Office Supplies","San Francisco","United States","KB-165854","Ken Black",0,"US",1,2012-04-30,"CA-2012-103716","Medium","OFF-AR-10000658","Newell 324",9.702,3,"West",37888,35,"Corporate",2012-05-06,"Standard Class",3.03,"California","Art",2012,"North America",18,0.2772,"No discount"
"Office Supplies","San Francisco","United States","PO-188504","Patrick O'Brill",0,"US",1,2012-05-01,"CA-2012-104486","High","OFF-ST-10000876","Eldon Simplefile Box Office",10.4496,3,"West",37645,37,"Consumer",2012-05-06,"Standard Class",3.61,"California","Storage",2012,"North America",18,0.282421621621622,"No discount"
"Office Supplies","San Francisco","United States","PO-188504","Patrick O'Brill",0,"US",1,2012-05-01,"CA-2012-104486","High","OFF-SU-10002573","Acme 10"" Easy Grip Assistive Scissors",10.518,2,"West",37646,35,"Consumer",2012-05-06,"Standard Class",5.55,"California","Supplies",2012,"North America",18,0.300514285714286,"No discount"
"Office Supplies","San Francisco","United States","LC-168704","Lena Cacioppo",0,"US",1,2012-05-03,"CA-2012-150770","Critical","OFF-AR-10001246","Newell 317",2.5578,3,"West",38513,9,"Consumer",2012-05-06,"First Class",2.23,"California","Art",2012,"North America",18,0.2842,"No discount"
"Office Supplies","San Francisco","United States","HA-149204","Helen Andreada",0,"US",1,2012-07-26,"CA-2012-136735","Low","OFF-EN-10002230","Airmail Envelopes",78.8942,2,"West",35614,168,"Consumer",2012-08-02,"Standard Class",21.59,"California","Envelopes",2012,"North America",30,0.469608333333333,"No discount"
"Office Supplies","San Francisco","United States","DS-131804","David Smith",0,"US",1,2012-08-21,"CA-2012-130456","Medium","OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black",3.2392,1,"West",35931,81,"Corporate",2012-08-26,"Standard Class",4.69,"California","Storage",2012,"North America",34,0.0399901234567901,"No discount"
"Office Supplies","San Francisco","United States","DB-131204","David Bremer",0,"US",1,2012-09-03,"CA-2012-130204","Low","OFF-ST-10001325","Sterilite Officeware Hinged File Box",8.4888,3,"West",33034,31,"Corporate",2012-09-09,"Standard Class",4.69,"California","Storage",2012,"North America",36,0.273832258064516,"No discount"
"Office Supplies","San Francisco","United States","RH-195104","Rick Huthwaite",0,"US",1,2012-09-27,"CA-2012-167255","High","OFF-ST-10001328","Personal Filing Tote with Lid, Black/Gray",4.3428,1,"West",38255,16,"Home Office",2012-09-29,"Second Class",1.95,"California","Storage",2012,"North America",39,0.271425,"No discount"
"Office Supplies","San Francisco","United States","HG-149654","Henry Goldwyn",0,"US",1,2012-09-28,"CA-2012-169201","Critical","OFF-AP-10002082","Holmes HEPA Air Purifier",15.246,2,"West",33551,44,"Corporate",2012-10-01,"First Class",17.63,"California","Appliances",2012,"North America",39,0.3465,"No discount"
"Office Supplies","San Francisco","United States","HG-149654","Henry Goldwyn",0,"US",1,2012-09-28,"CA-2012-169201","Critical","OFF-AP-10000696","Holmes Odor Grabber",14.2758,3,"West",33550,43,"Corporate",2012-10-01,"First Class",12.13,"California","Appliances",2012,"North America",39,0.331995348837209,"No discount"
"Office Supplies","San Francisco","United States","AA-103154","Alex Avila",0,"US",1,2012-10-04,"CA-2012-121391","Critical","OFF-ST-10001590","Tenex Personal Project File with Scoop Front Design, Black",7.0096,2,"West",32596,27,"Consumer",2012-10-07,"First Class",5.23,"California","Storage",2012,"North America",40,0.259614814814815,"No discount"
"Office Supplies","San Francisco","United States","TB-216254","Trudy Brown",0,"US",1,2012-10-25,"CA-2012-152891","Medium","OFF-AR-10004648","Boston 19500 Mighty Mite Electric Pencil Sharpener",16.3215,3,"West",35677,60,"Consumer",2012-10-30,"Standard Class",2.59,"California","Art",2012,"North America",43,0.272025,"No discount"
"Office Supplies","San Francisco","United States","NB-186554","Nona Balk",0,"US",1,2012-10-29,"CA-2012-110289","High","OFF-EN-10001434","Strathmore #10 Envelopes, Ultimate White",103.3116,4,"West",37622,211,"Corporate",2012-11-02,"Standard Class",18.58,"California","Envelopes",2012,"North America",44,0.489628436018957,"No discount"
"Office Supplies","San Francisco","United States","JM-161954","Justin MacKendrick",0,"US",1,2012-11-05,"CA-2012-145485","High","OFF-ST-10000649","Hanging Personal Folder File",15.7,4,"West",36370,63,"Consumer",2012-11-05,"Same Day",11.68,"California","Storage",2012,"North America",45,0.249206349206349,"No discount"
"Office Supplies","San Francisco","United States","AJ-109454","Ashley Jarboe",0,"US",1,2012-11-28,"CA-2012-164497","Medium","OFF-AP-10004655","Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",15.3952,4,"West",40626,45,"Consumer",2012-11-30,"First Class",0.16,"California","Appliances",2012,"North America",48,0.342115555555556,"No discount"
"Office Supplies","San Francisco","United States","AF-108704","Art Ferguson",0,"US",1,2012-12-06,"CA-2012-168634","Medium","OFF-AP-10001626","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.0228,2,"West",36905,8,"Consumer",2012-12-11,"Standard Class",0.67,"California","Appliances",2012,"North America",49,0.25285,"No discount"
"Office Supplies","San Francisco","United States","MT-178154","Meg Tillman",0,"US",1,2012-12-10,"CA-2012-127502","Medium","OFF-LA-10001613","Avery File Folder Labels",2.8224,2,"West",39388,6,"Consumer",2012-12-14,"Standard Class",0.27,"California","Labels",2012,"North America",50,0.4704,"No discount"
"Office Supplies","San Francisco","United States","AH-100304","Aaron Hawkins",0,"US",1,2012-12-27,"CA-2012-130113","Medium","OFF-ST-10000046","Fellowes Super Stor/Drawer Files",61.389,2,"West",40976,323,"Corporate",2012-12-31,"Standard Class",26.7,"California","Storage",2012,"North America",52,0.190058823529412,"No discount"
"Office Supplies","San Francisco","United States","SC-207254","Steven Cartwright",0,"US",1,2013-01-30,"CA-2013-153661","Medium","OFF-LA-10004689","Avery 512",12.2247,9,"West",38588,26,"Consumer",2013-01-31,"First Class",2.51,"California","Labels",2013,"North America",5,0.470180769230769,"No discount"
"Office Supplies","San Francisco","United States","SC-207254","Steven Cartwright",0,"US",1,2013-01-30,"CA-2013-153661","Medium","OFF-ST-10000675","File Shuttle II and Handi-File, Black",76.2525,9,"West",38586,305,"Consumer",2013-01-31,"First Class",34.33,"California","Storage",2013,"North America",5,0.250008196721311,"No discount"
"Office Supplies","San Francisco","United States","TS-211604","Theresa Swint",0,"US",1,2013-03-04,"CA-2013-120005","High","OFF-SU-10004782","Elite 5"" Scissors",7.605,3,"West",36044,25,"Corporate",2013-03-04,"Same Day",3.5,"California","Supplies",2013,"North America",10,0.3042,"No discount"
"Office Supplies","San Francisco","United States","DK-132254","Dean Katz",0,"US",1,2013-03-13,"CA-2013-127138","Medium","OFF-AP-10003842","Euro-Pro Shark Turbo Vacuum",40.274,5,"West",37254,155,"Corporate",2013-03-16,"Second Class",6.36,"California","Appliances",2013,"North America",11,0.259832258064516,"No discount"
"Office Supplies","San Francisco","United States","DK-132254","Dean Katz",0,"US",1,2013-03-13,"CA-2013-127138","Medium","OFF-EN-10004459","Security-Tint Envelopes",14.9744,4,"West",37255,31,"Corporate",2013-03-16,"Second Class",1.8,"California","Envelopes",2013,"North America",11,0.483045161290323,"No discount"
"Office Supplies","San Francisco","United States","DK-132254","Dean Katz",0,"US",1,2013-03-13,"CA-2013-127138","Medium","OFF-ST-10002756","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",6.7655,5,"West",37253,677,"Corporate",2013-03-16,"Second Class",18.47,"California","Storage",2013,"North America",11,0.00999335302806499,"No discount"
"Office Supplies","San Francisco","United States","EH-137654","Edward Hooks",0,"US",1,2013-03-14,"CA-2013-136301","Critical","OFF-SU-10000151","High Speed Automatic Electric Letter Opener",196.5036,3,"West",37181,4913,"Corporate",2013-03-16,"Second Class",56.09,"California","Supplies",2013,"North America",11,0.0399966619173621,"No discount"
"Office Supplies","San Francisco","United States","BT-116804","Brian Thompson",0,"US",1,2013-04-11,"CA-2013-123358","Medium","OFF-AP-10004980","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",44.3664,3,"West",38032,114,"Consumer",2013-04-18,"Standard Class",10.27,"California","Appliances",2013,"North America",15,0.389178947368421,"No discount"
"Office Supplies","San Francisco","United States","BT-116804","Brian Thompson",0,"US",1,2013-04-11,"CA-2013-123358","Medium","OFF-ST-10001932","Fellowes Staxonsteel Drawer Files",81.1314,3,"West",38033,580,"Consumer",2013-04-18,"Standard Class",38.67,"California","Storage",2013,"North America",15,0.139881724137931,"No discount"
"Office Supplies","San Francisco","United States","BT-116804","Brian Thompson",0,"US",1,2013-04-11,"CA-2013-123358","Medium","OFF-ST-10000636","Rogers Profile Extra Capacity Storage Tub",6.0264,9,"West",38034,151,"Consumer",2013-04-18,"Standard Class",12.16,"California","Storage",2013,"North America",15,0.0399099337748344,"No discount"
"Office Supplies","San Francisco","United States","SP-209204","Susan Pistek",0,"US",1,2013-04-14,"CA-2013-152800","High","OFF-EN-10001509","Poly String Tie Envelopes",2.8764,3,"West",39071,6,"Consumer",2013-04-16,"First Class",1.23,"California","Envelopes",2013,"North America",16,0.4794,"No discount"
"Office Supplies","San Francisco","United States","EB-139304","Eric Barreto",0,"US",1,2013-05-19,"CA-2013-122728","Medium","OFF-ST-10000604","Home/Office Personal File Carts",26.07,3,"West",32973,104,"Consumer",2013-05-25,"Standard Class",4.92,"California","Storage",2013,"North America",21,0.250673076923077,"No discount"
"Office Supplies","San Francisco","United States","PV-189854","Paul Van Hugh",0,"US",1,2013-06-15,"CA-2013-107216","Medium","OFF-AR-10001545","Newell 326",2.0416,4,"West",32395,7,"Home Office",2013-06-18,"First Class",1.61,"California","Art",2013,"North America",24,0.291657142857143,"No discount"
"Office Supplies","San Francisco","United States","PV-189854","Paul Van Hugh",0,"US",1,2013-06-15,"CA-2013-107216","Medium","OFF-AR-10002255","Newell 346",2.5056,3,"West",32398,9,"Home Office",2013-06-18,"First Class",1.8,"California","Art",2013,"North America",24,0.2784,"No discount"
"Office Supplies","San Francisco","United States","RD-199004","Ruben Dartt",0,"US",1,2013-06-24,"CA-2013-140382","High","OFF-LA-10001934","Avery 516",10.3071,3,"West",38225,22,"Consumer",2013-06-26,"Second Class",3.38,"California","Labels",2013,"North America",26,0.468504545454545,"No discount"
"Office Supplies","San Francisco","United States","RD-199004","Ruben Dartt",0,"US",1,2013-06-24,"CA-2013-140382","High","OFF-ST-10003638","Mobile Personal File Cube",25.2936,4,"West",38224,94,"Consumer",2013-06-26,"Second Class",13.19,"California","Storage",2013,"North America",26,0.26908085106383,"No discount"
"Office Supplies","San Francisco","United States","AA-106454","Anna Andreadi",0,"US",1,2013-07-05,"CA-2013-147137","High","OFF-EN-10003567","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",20.6612,2,"West",35749,44,"Consumer",2013-07-07,"First Class",5.16,"California","Envelopes",2013,"North America",27,0.469572727272727,"No discount"
"Office Supplies","San Francisco","United States","AA-106454","Anna Andreadi",0,"US",1,2013-07-05,"CA-2013-147137","High","OFF-ST-10002486","Eldon Shelf Savers Cubes and Bins",0.5584,4,"West",35751,28,"Consumer",2013-07-07,"First Class",5.79,"California","Storage",2013,"North America",27,0.0199428571428571,"No discount"
"Office Supplies","San Francisco","United States","RB-193604","Raymond Buch",0,"US",1,2013-07-15,"CA-2013-109953","Medium","OFF-AP-10002998","Holmes 99% HEPA Air Purifier",50.0346,7,"West",38521,152,"Consumer",2013-07-19,"Standard Class",7.26,"California","Appliances",2013,"North America",29,0.329175,"No discount"
"Office Supplies","San Francisco","United States","DL-134954","Dionis Lloyd",0,"US",1,2013-07-23,"CA-2013-144855","Critical","OFF-LA-10003766","Self-Adhesive Removable Labels",3.024,2,"West",32413,6,"Corporate",2013-07-25,"Second Class",1.6,"California","Labels",2013,"North America",30,0.504,"No discount"
"Office Supplies","San Francisco","United States","BC-111254","Becky Castell",0,"US",1,2013-07-26,"CA-2013-149335","Critical","OFF-AR-10001419","Newell 325",11.151,9,"West",39605,37,"Home Office",2013-07-26,"Same Day",12.15,"California","Art",2013,"North America",30,0.301378378378378,"No discount"
"Office Supplies","San Francisco","United States","RW-196304","Rob Williams",0,"US",1,2013-07-31,"CA-2013-112585","Medium","OFF-AP-10003849","Hoover Shoulder Vac Commercial Portable Vacuum",178.91,2,"West",39204,716,"Corporate",2013-08-03,"First Class",113.49,"California","Appliances",2013,"North America",31,0.249874301675978,"No discount"
"Office Supplies","San Francisco","United States","PK-190754","Pete Kriz",0,"US",1,2013-08-17,"CA-2013-150343","High","OFF-EN-10004030","Convenience Packs of Business Envelopes",5.1042,3,"West",33955,11,"Consumer",2013-08-21,"Standard Class",1.57,"California","Envelopes",2013,"North America",33,0.464018181818182,"No discount"
"Office Supplies","San Francisco","United States","CV-128054","Cynthia Voltz",0,"US",1,2013-09-02,"CA-2013-120859","Medium","OFF-EN-10001335","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",10.94,2,"West",32259,22,"Corporate",2013-09-05,"First Class",1.9,"California","Envelopes",2013,"North America",36,0.497272727272727,"No discount"
"Office Supplies","San Francisco","United States","SZ-200354","Sam Zeldin",0,"US",1,2013-09-03,"CA-2013-113096","High","OFF-ST-10003455","Tenex File Box, Personal Filing Tote with Lid, Black",12.0978,3,"West",36725,47,"Home Office",2013-09-05,"First Class",6.54,"California","Storage",2013,"North America",36,0.2574,"No discount"
"Office Supplies","San Francisco","United States","CC-124304","Chuck Clark",0,"US",1,2013-09-20,"US-2013-114888","Medium","OFF-SU-10001212","Kleencut Forged Office Shears by Acme United Corporation",1.872,3,"West",36067,6,"Home Office",2013-09-25,"Second Class",0.19,"California","Supplies",2013,"North America",38,0.312,"No discount"
"Office Supplies","San Francisco","United States","GM-146954","Greg Maxwell",0,"US",1,2013-09-21,"CA-2013-100244","High","OFF-AR-10000940","Newell 343",3.1752,4,"West",34709,12,"Corporate",2013-09-25,"Standard Class",1.86,"California","Art",2013,"North America",38,0.2646,"No discount"
"Office Supplies","San Francisco","United States","JW-160754","Julia West",0,"US",1,2013-09-26,"CA-2013-101385","Medium","OFF-AR-10004441","BIC Brite Liner Highlighters",6.9552,4,"West",35815,17,"Consumer",2013-10-02,"Standard Class",1.37,"California","Art",2013,"North America",39,0.409129411764706,"No discount"
"Office Supplies","San Francisco","United States","BP-110954","Bart Pistole",0,"US",1,2013-10-28,"CA-2013-156811","Medium","OFF-AP-10001366","Staples",11.8584,4,"West",35683,44,"Corporate",2013-11-03,"Standard Class",3.53,"California","Appliances",2013,"North America",44,0.269509090909091,"No discount"
"Office Supplies","San Francisco","United States","PC-187454","Pamela Coakley",0,"US",1,2013-11-11,"CA-2013-105494","High","OFF-ST-10002205","File Shuttle I and Handi-File",42.0714,7,"West",32191,156,"Corporate",2013-11-13,"First Class",47.91,"California","Storage",2013,"North America",46,0.269688461538462,"No discount"
"Office Supplies","San Francisco","United States","RO-197804","Rose O'Brian",0,"US",1,2013-11-11,"CA-2013-152940","Medium","OFF-ST-10000352","Acco Perma 2700 Stacking Storage Drawers",4.461,1,"West",39670,30,"Consumer",2013-11-14,"First Class",8.14,"California","Storage",2013,"North America",46,0.1487,"No discount"
"Office Supplies","San Francisco","United States","RR-193154","Ralph Ritter",0,"US",1,2013-11-15,"CA-2013-149482","High","OFF-LA-10000248","Avery 52",3.4686,2,"West",33800,7,"Consumer",2013-11-20,"Standard Class",0.28,"California","Labels",2013,"North America",46,0.495514285714286,"No discount"
"Office Supplies","San Francisco","United States","HJ-148754","Heather Jas",0,"US",1,2013-11-18,"CA-2013-118500","High","OFF-SU-10004231","Acme Tagit Stainless Steel Antibacterial Scissors",13.365,5,"West",39962,50,"Home Office",2013-11-19,"First Class",11.65,"California","Supplies",2013,"North America",47,0.2673,"No discount"
"Office Supplies","San Francisco","United States","MK-181604","Mike Kennedy",0,"US",1,2013-12-03,"US-2013-108455","Medium","OFF-ST-10002214","X-Rack File for Hanging Folders",8.8062,3,"West",32778,34,"Consumer",2013-12-09,"Standard Class",1.79,"California","Storage",2013,"North America",49,0.259005882352941,"No discount"
"Office Supplies","San Francisco","United States","DB-136154","Doug Bickford",0,"US",1,2013-12-09,"CA-2013-115224","High","OFF-ST-10003816","Fellowes High-Stak Drawer Files",81.0474,2,"West",36887,352,"Consumer",2013-12-12,"Second Class",13.24,"California","Storage",2013,"North America",50,0.230248295454545,"No discount"
"Office Supplies","San Francisco","United States","DB-136154","Doug Bickford",0,"US",1,2013-12-09,"CA-2013-115224","High","OFF-ST-10000615","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",9.534,3,"West",36886,34,"Consumer",2013-12-12,"Second Class",4.8,"California","Storage",2013,"North America",50,0.280411764705882,"No discount"
"Office Supplies","San Francisco","United States","SP-206204","Stefania Perrino",0,"US",1,2013-12-09,"CA-2013-131289","Medium","OFF-AR-10003056","Newell 341",2.4824,2,"West",34775,9,"Corporate",2013-12-15,"Standard Class",0.73,"California","Art",2013,"North America",50,0.275822222222222,"No discount"
"Office Supplies","San Francisco","United States","CM-123854","Christopher Martinez",0,"US",1,2014-01-04,"CA-2014-111738","Medium","OFF-AR-10000817","Manco Dry-Lighter Erasable Highlighter",3.1008,3,"West",40788,9,"Consumer",2014-01-08,"Standard Class",0.59,"California","Art",2014,"North America",1,0.344533333333333,"No discount"
"Office Supplies","San Francisco","United States","LS-169454","Linda Southworth",0,"US",1,2014-01-13,"CA-2014-108000","Medium","OFF-EN-10002621","Staples",4.89,1,"West",37196,10,"Corporate",2014-01-17,"Standard Class",0.42,"California","Envelopes",2014,"North America",3,0.489,"No discount"
"Office Supplies","San Francisco","United States","TM-210104","Tamara Manning",0,"US",1,2014-01-21,"CA-2014-144589","Medium","OFF-AR-10003631","Staples",7.986,5,"West",33704,24,"Consumer",2014-01-26,"Standard Class",1.07,"California","Art",2014,"North America",4,0.33275,"No discount"
"Office Supplies","San Francisco","United States","CJ-120104","Caroline Jumper",0,"US",1,2014-01-27,"CA-2014-150469","Medium","OFF-FA-10000611","Binder Clips by OIC",5.6832,8,"West",39116,12,"Consumer",2014-01-31,"Standard Class",1,"California","Fasteners",2014,"North America",5,0.4736,"No discount"
"Office Supplies","San Francisco","United States","VG-217904","Vivek Gonzalez",0,"US",1,2014-01-30,"CA-2014-139304","High","OFF-AR-10001216","Newell 339",2.1684,3,"West",36326,8,"Consumer",2014-02-03,"Standard Class",1.08,"California","Art",2014,"North America",5,0.27105,"No discount"
"Office Supplies","San Francisco","United States","VG-217904","Vivek Gonzalez",0,"US",1,2014-01-30,"CA-2014-139304","High","OFF-SU-10001664","Acme Office Executive Series Stainless Steel Trimmers",2.2282,1,"West",36327,9,"Consumer",2014-02-03,"Standard Class",0.19,"California","Supplies",2014,"North America",5,0.247577777777778,"No discount"
"Office Supplies","San Francisco","United States","MM-179204","Michael Moore",0,"US",1,2014-01-31,"CA-2014-164329","Medium","OFF-ST-10001511","Space Solutions Commercial Steel Shelving",6.465,2,"West",34218,129,"Consumer",2014-01-31,"Same Day",6.57,"California","Storage",2014,"North America",5,0.0501162790697674,"No discount"
"Office Supplies","San Francisco","United States","EH-141254","Eugene Hildebrand",0,"US",1,2014-01-31,"CA-2014-112725","Low","OFF-AR-10003759","Crayola Anti Dust Chalk, 12/Pack",5.733,7,"West",35440,13,"Home Office",2014-02-07,"Standard Class",1.36,"California","Art",2014,"North America",5,0.441,"No discount"
"Office Supplies","San Francisco","United States","EH-141254","Eugene Hildebrand",0,"US",1,2014-01-31,"CA-2014-112725","Low","OFF-AR-10001227","Newell 338",2.3814,3,"West",35441,9,"Home Office",2014-02-07,"Standard Class",1.69,"California","Art",2014,"North America",5,0.2646,"No discount"
"Office Supplies","San Francisco","United States","SH-199754","Sally Hughsby",0,"US",1,2014-03-07,"CA-2014-125101","High","OFF-ST-10000675","File Shuttle II and Handi-File, Black",16.945,2,"West",36447,68,"Corporate",2014-03-11,"Second Class",4.24,"California","Storage",2014,"North America",10,0.249191176470588,"No discount"
"Office Supplies","San Francisco","United States","FC-142454","Frank Carlisle",0,"US",1,2014-03-07,"CA-2014-167640","Medium","OFF-AR-10003158","Fluorescent Highlighters by Dixon",8.1192,6,"West",37808,24,"Home Office",2014-03-11,"Standard Class",1.72,"California","Art",2014,"North America",10,0.3383,"No discount"
"Office Supplies","San Francisco","United States","FC-142454","Frank Carlisle",0,"US",1,2014-03-07,"CA-2014-167640","Medium","OFF-LA-10004559","Avery 49",5.6448,4,"West",37809,12,"Home Office",2014-03-11,"Standard Class",0.53,"California","Labels",2014,"North America",10,0.4704,"No discount"
